,%_GPST,UTC,latitude(deg),longitude(deg),height(m),x,y,Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio,sd(m),dist(m),deltay(m),deltax(m),deltaz(m)
950,2181 29615.000,2021-10-24 08:13:21,-33.951432503,18.468548994,83.664,266064.1666479694,6240341.724976575,6,6,0.0739,0.123,0.1892,0.0345,-0.0455,0.0649,0.0,0.0,0.25270409573253855,0.3276276285526753,,,
951,2181 29616.000,2021-10-24 08:13:22,-33.951432502,18.468549009,83.6636,266064.1680317491,6240341.725121727,6,6,0.0738,0.1229,0.189,0.0345,-0.0454,0.0648,0.0,0.0,0.25243276332520703,0.3264472924825212,,,
952,2181 29617.000,2021-10-24 08:13:23,-33.9514325,18.468549013,83.6638,266064.16839601006,6240341.7253526915,6,6,0.0737,0.1228,0.1888,0.0344,-0.0453,0.0647,0.0,0.0,0.25214779396219195,0.3262776345278996,,,
953,2181 29618.000,2021-10-24 08:13:24,-33.951432501,18.46854902,83.6637,266064.1690457907,6240341.725257752,6,6,0.0736,0.1227,0.1886,0.0344,-0.0452,0.0647,0.0,0.0,0.2519021635476758,0.3256579937947777,,,
954,2181 29619.000,2021-10-24 08:13:25,-33.951432501,18.468549028,83.6639,266064.1697852671,6240341.72527601,6,6,0.0735,0.1226,0.1884,0.0344,-0.0451,0.0646,0.0,0.0,0.2516308804578643,0.3250630130777699,,,
955,2181 29620.000,2021-10-24 08:13:26,-33.951432502,18.468549027,83.6637,266064.16969557124,6240341.72516281,6,6,0.0734,0.1225,0.1882,0.0344,-0.045,0.0646,0.0,0.0,0.25138530187741687,0.3250538022441265,,,
956,2181 29621.000,2021-10-24 08:13:27,-33.951432502,18.468549031,83.6641,266064.17006530904,6240341.7251719395,6,6,0.0733,0.1224,0.188,0.0343,-0.0449,0.0645,0.0,0.0,0.25110037833503956,0.32480254559637206,,,
957,2181 29622.000,2021-10-24 08:13:28,-33.951432501,18.468549035,83.6649,266064.1704323087,6240341.725291987,6,6,0.0732,0.1223,0.1878,0.0343,-0.0448,0.0644,0.0,0.0,0.2508291450370152,0.3246713108668117,,,
958,2181 29623.000,2021-10-24 08:13:29,-33.951432498,18.468549049,83.6654,266064.1717181762,6240341.725656694,6,6,0.0731,0.1222,0.1876,0.0343,-0.0447,0.0644,0.0,0.0,0.25058361877824337,0.3238291959339644,,,
959,2181 29624.000,2021-10-24 08:13:30,-33.951432494,18.468549062,83.6663,266064.17290887056,6240341.726130037,6,6,0.073,0.1221,0.1874,0.0342,-0.0446,0.0643,0.0,0.0,0.250298741507024,0.3231907842268521,,,
960,2181 29625.000,2021-10-24 08:13:31,-33.951432493,18.46854907,83.6665,266064.1736456081,6240341.726259215,6,6,0.0729,0.122,0.1872,0.0342,-0.0445,0.0643,0.0,0.0,0.2500532543279531,0.3226592530734878,,,
961,2181 29626.000,2021-10-24 08:13:32,-33.951432491,18.468549077,83.6669,266064.17428717203,6240341.726497027,6,6,0.0728,0.1219,0.187,0.0342,-0.0444,0.0642,0.0,0.0,0.2497820850261283,0.322296655356865,,,
962,2181 29627.000,2021-10-24 08:13:33,-33.951432487,18.468549093,83.6669,266064.1757551703,6240341.726977218,6,6,0.0727,0.1218,0.1868,0.0342,-0.0443,0.0642,0.0,0.0,0.24953665061469427,0.32128874491415793,,,
963,2181 29628.000,2021-10-24 08:13:34,-33.951432483,18.468549098,83.6666,266064.17620638805,6240341.727432303,6,6,0.0726,0.1217,0.1867,0.0341,-0.0442,0.0641,0.0,0.0,0.24932669331621915,0.32108518061067154,,,
964,2181 29629.000,2021-10-24 08:13:35,-33.951432478,18.46854911,83.6664,266064.1773019091,6240341.728014281,6,6,0.0725,0.1216,0.1865,0.0341,-0.0441,0.064,0.0,0.0,0.24905557612709658,0.3204177492774033,,,
965,2181 29630.000,2021-10-24 08:13:36,-33.951432476,18.46854912,83.6665,266064.17822077696,6240341.728258941,6,6,0.0724,0.1215,0.1863,0.0341,-0.044,0.064,0.0,0.0,0.2488101886981319,0.3197807391158185,,,
966,2181 29631.000,2021-10-24 08:13:37,-33.951432475,18.468549128,83.6667,266064.1789575147,6240341.728388118,6,6,0.0723,0.1214,0.1861,0.034,-0.0439,0.0639,0.0,0.0,0.24852541117559787,0.31925677435620164,,,
967,2181 29632.000,2021-10-24 08:13:38,-33.951432477,18.468549136,83.6668,266064.17970246833,6240341.72818454,6,6,0.0722,0.1213,0.1859,0.034,-0.0438,0.0639,0.0,0.0,0.2482800636378201,0.31854054903935103,,,
968,2181 29633.000,2021-10-24 08:13:39,-33.951432477,18.468549136,83.6673,266064.17970246833,6240341.72818454,6,6,0.0721,0.1212,0.1857,0.034,-0.0437,0.0638,0.0,0.0,0.2480090119330344,0.31862380856158795,,,
969,2181 29634.000,2021-10-24 08:13:40,-33.951432482,18.468549144,83.6669,266064.18045563856,6240341.727648208,6,6,0.072,0.1211,0.1855,0.034,-0.0436,0.0638,0.0,0.0,0.24776371808640585,0.3176480035127159,,,
970,2181 29635.000,2021-10-24 08:13:41,-33.951432482,18.468549145,83.6678,266064.18054807326,6240341.727650491,6,6,0.0719,0.121,0.1853,0.0339,-0.0435,0.0637,0.0,0.0,0.24747898900714782,0.3177222982351341,,,
971,2181 29636.000,2021-10-24 08:13:42,-33.951432483,18.468549148,83.6683,266064.18082811544,6240341.72754642,6,6,0.0718,0.1209,0.1852,0.0339,-0.0434,0.0636,0.0,0.0,0.24728287445757338,0.3175181469975594,,,
972,2181 29637.000,2021-10-24 08:13:43,-33.951432484,18.468549156,83.6689,266064.18157033075,6240341.72745376,6,6,0.0717,0.1208,0.185,0.0339,-0.0433,0.0636,0.0,0.0,0.24703762871271248,0.3169485432765661,,,
973,2181 29638.000,2021-10-24 08:13:44,-33.951432484,18.468549157,83.6697,266064.18166276545,6240341.727456043,6,6,0.0716,0.1207,0.1848,0.0338,-0.0432,0.0635,0.0,0.0,0.24675295337644895,0.3170114176651795,,,
974,2181 29639.000,2021-10-24 08:13:45,-33.951432482,18.468549162,83.6705,266064.1821194604,6240341.72768929,6,6,0.0715,0.1206,0.1846,0.0338,-0.0431,0.0635,0.0,0.0,0.24650774835692285,0.31688776206789215,,,
975,2181 29640.000,2021-10-24 08:13:46,-33.951432484,18.468549166,83.6708,266064.182494676,6240341.727476584,6,6,0.0715,0.1205,0.1844,0.0338,-0.043,0.0634,0.0,0.0,0.2462658319783725,0.31651726178056155,,,
976,2181 29641.000,2021-10-24 08:13:47,-33.951432485,18.468549168,83.6707,266064.1826822838,6240341.7273702305,6,6,0.0714,0.1204,0.1842,0.0338,-0.0429,0.0634,0.0,0.0,0.24602066986332674,0.31628726361576986,,,
977,2181 29642.000,2021-10-24 08:13:48,-33.951432484,18.468549178,83.6713,266064.1836038906,6240341.727503972,6,6,0.0713,0.1203,0.1841,0.0337,-0.0428,0.0633,0.0,0.0,0.24581092327233955,0.31568966602004417,,,
978,2181 29643.000,2021-10-24 08:13:49,-33.951432484,18.468549189,83.6718,266064.18462067086,6240341.727529078,6,6,0.0712,0.1202,0.1839,0.0337,-0.0427,0.0633,0.0,0.0,0.24556579566380984,0.3149409014169903,,,
979,2181 29644.000,2021-10-24 08:13:50,-33.951432483,18.468549195,83.6722,266064.1851725393,6240341.727653691,6,6,0.0711,0.1201,0.1837,0.0337,-0.0426,0.0632,0.0,0.0,0.24529492452963636,0.31461632161112085,,,
980,2181 29645.000,2021-10-24 08:13:51,-33.951432484,18.468549202,83.6729,266064.1858223196,6240341.727558748,6,6,0.071,0.12,0.1835,0.0336,-0.0425,0.0631,0.0,0.0,0.2450103467202967,0.31415401978898533,,,
981,2181 29646.000,2021-10-24 08:13:52,-33.951432484,18.468549207,83.673,266064.18628449243,6240341.727570161,6,6,0.0709,0.1199,0.1833,0.0336,-0.0424,0.0631,0.0,0.0,0.2447652753149433,0.3137921946247854,,,
982,2181 29647.000,2021-10-24 08:13:53,-33.951432483,18.468549218,83.6732,266064.187298534,6240341.727706185,6,6,0.0708,0.1198,0.1831,0.0336,-0.0423,0.063,0.0,0.0,0.24449445801490063,0.31305307723726056,,,
983,2181 29648.000,2021-10-24 08:13:54,-33.951432483,18.468549227,83.6732,266064.18813044485,6240341.727726726,6,6,0.0707,0.1197,0.183,0.0336,-0.0422,0.063,0.0,0.0,0.24432433362233896,0.31236965961425756,,,
984,2181 29649.000,2021-10-24 08:13:55,-33.951432482,18.468549232,83.6729,266064.18858987885,6240341.727849055,6,6,0.0706,0.1196,0.1828,0.0335,-0.0421,0.0629,0.0,0.0,0.24403981232577604,0.31199339102024926,,,
985,2181 29650.000,2021-10-24 08:13:56,-33.951432482,18.468549239,83.6726,266064.18923692073,6240341.727865032,6,6,0.0705,0.1195,0.1826,0.0335,-0.042,0.0629,0.0,0.0,0.2437948317745887,0.3114060700571245,,,
986,2181 29651.000,2021-10-24 08:13:57,-33.951432482,18.468549245,83.6722,266064.1897915279,6240341.727878725,6,6,0.0704,0.1194,0.1824,0.0335,-0.0419,0.0628,0.0,0.0,0.24352408505115053,0.31087629500936503,,,
987,2181 29652.000,2021-10-24 08:13:58,-33.951432482,18.468549264,83.6716,266064.1915477844,6240341.72792209,6,6,0.0703,0.1193,0.1822,0.0335,-0.0418,0.0627,0.0,0.0,0.24325336585543889,0.3093261148620466,,,
988,2181 29653.000,2021-10-24 08:13:59,-33.951432481,18.468549281,83.6707,266064.1931164331,6240341.728071808,6,6,0.0703,0.1192,0.1821,0.0334,-0.0417,0.0627,0.0,0.0,0.24309849855562662,0.30793560557931765,,,
989,2181 29654.000,2021-10-24 08:14:00,-33.951432478,18.46854929,83.6703,266064.1939401275,6240341.728425103,6,6,0.0702,0.1191,0.1819,0.0334,-0.0416,0.0626,0.0,0.0,0.2428277990675697,0.30736576660331716,,,
990,2181 29655.000,2021-10-24 08:14:01,-33.951432478,18.468549299,83.6695,266064.1947720384,6240341.728445645,6,6,0.0701,0.119,0.1817,0.0334,-0.0415,0.0626,0.0,0.0,0.24258291366046372,0.30654188918508024,,,
991,2181 29656.000,2021-10-24 08:14:02,-33.951432478,18.46854931,83.6688,266064.19578881864,6240341.72847075,6,6,0.07,0.1189,0.1815,0.0333,-0.0414,0.0625,0.0,0.0,0.2422984935982888,0.30558752275398665,,,
992,2181 29657.000,2021-10-24 08:14:03,-33.95143248,18.468549322,83.6675,266064.19690351083,6240341.728276301,6,6,0.0699,0.1188,0.1813,0.0333,-0.0413,0.0625,0.0,0.0,0.24205365107760718,0.3043309586264527,,,
993,2181 29658.000,2021-10-24 08:14:04,-33.951432478,18.468549341,83.6671,266064.1986542896,6240341.728541503,6,6,0.0698,0.1187,0.1812,0.0333,-0.0412,0.0624,0.0,0.0,0.24185793350642854,0.30295652917049,,,
994,2181 29659.000,2021-10-24 08:14:05,-33.951432473,18.468549346,83.667,266064.1991027687,6240341.729107507,6,6,0.0697,0.1186,0.181,0.0333,-0.0411,0.0624,0.0,0.0,0.24161314119890084,0.302873911897712,,,
995,2181 29660.000,2021-10-24 08:14:06,-33.951432475,18.468549356,83.6659,266064.2000325917,6240341.728908494,6,6,0.0696,0.1185,0.1808,0.0332,-0.041,0.0623,0.0,0.0,0.2413287798833782,0.30180975707488783,,,
996,2181 29661.000,2021-10-24 08:14:07,-33.951432475,18.468549367,83.6653,266064.201049372,6240341.728933601,6,6,0.0695,0.1184,0.1806,0.0332,-0.0409,0.0622,0.0,0.0,0.2410582087380556,0.3008836074034986,,,
997,2181 29662.000,2021-10-24 08:14:08,-33.951432474,18.468549376,83.665,266064.2018785438,6240341.729065059,6,6,0.0694,0.1183,0.1805,0.0332,-0.0408,0.0622,0.0,0.0,0.24088839739597256,0.300222114766055,,,
998,2181 29663.000,2021-10-24 08:14:09,-33.951432475,18.468549379,83.6639,266064.2021585863,6240341.728960987,6,6,0.0694,0.1182,0.1803,0.0332,-0.0407,0.0621,0.0,0.0,0.24064669123011018,0.2997503045153643,,,
999,2181 29664.000,2021-10-24 08:14:10,-33.951432473,18.468549395,83.6632,266064.2036320616,6240341.729219342,6,6,0.0693,0.1181,0.1801,0.0331,-0.0406,0.0621,0.0,0.0,0.24038820686547832,0.2985651599168531,,,
1000,2181 29665.000,2021-10-24 08:14:11,-33.951432472,18.46854941,83.6622,266064.20501584123,6240341.729364495,6,6,0.0692,0.118,0.1799,0.0331,-0.0405,0.062,0.0,0.0,0.240117700305496,0.29734685838649044,,,
1001,2181 29666.000,2021-10-24 08:14:12,-33.951432472,18.468549425,83.6612,266064.2064023593,6240341.729398729,6,6,0.0691,0.1179,0.1798,0.0331,-0.0404,0.062,0.0,0.0,0.23994797352759617,0.2960699119663512,,,
1002,2181 29667.000,2021-10-24 08:14:13,-33.951432474,18.468549432,83.6608,266064.2070548786,6240341.729192871,6,6,0.069,0.1178,0.1796,0.0331,-0.0403,0.0619,0.0,0.0,0.2396775125037808,0.2953587925246244,,,
1003,2181 29668.000,2021-10-24 08:14:14,-33.951432476,18.468549436,83.6603,266064.20743009413,6240341.728980163,6,6,0.0689,0.1177,0.1794,0.033,-0.0402,0.0619,0.0,0.0,0.2394191095130044,0.29485534070869396,,,
1004,2181 29669.000,2021-10-24 08:14:15,-33.951432477,18.468549434,83.6602,266064.2072479639,6240341.728864681,6,6,0.0688,0.1176,0.1792,0.033,-0.0401,0.0618,0.0,0.0,0.23914867760453956,0.294924785161124,,,
1005,2181 29670.000,2021-10-24 08:14:16,-33.951432479,18.468549441,83.66,266064.20790048316,6240341.72865882,6,6,0.0687,0.1175,0.1791,0.033,-0.04,0.0617,0.0,0.0,0.23895321717859336,0.29424570509281134,,,
1006,2181 29671.000,2021-10-24 08:14:17,-33.951432481,18.468549449,83.6598,266064.20864543726,6240341.728455244,6,6,0.0686,0.1174,0.1789,0.033,-0.0399,0.0617,0.0,0.0,0.23870867181566738,0.29349247158886416,,,
1007,2181 29672.000,2021-10-24 08:14:18,-33.951432482,18.468549462,83.6602,266064.20984982495,6240341.728373995,6,6,0.0686,0.1174,0.1787,0.0329,-0.0398,0.0616,0.0,0.0,0.23850245281757587,0.2925263141843683,,,
1008,2181 29673.000,2021-10-24 08:14:19,-33.951432482,18.468549476,83.6607,266064.2111439086,6240341.728405948,6,6,0.0685,0.1173,0.1786,0.0329,-0.0397,0.0616,0.0,0.0,0.23833287645643858,0.2915685490344818,,,
1009,2181 29674.000,2021-10-24 08:14:20,-33.951432482,18.468549491,83.6612,266064.212530427,6240341.728440184,6,6,0.0684,0.1172,0.1784,0.0329,-0.0396,0.0615,0.0,0.0,0.2380625548044043,0.2905404198309818,,,
1010,2181 29675.000,2021-10-24 08:14:21,-33.95143248,18.468549507,83.6617,266064.2140039021,6240341.728698537,6,6,0.0683,0.1171,0.1782,0.0328,-0.0395,0.0615,0.0,0.0,0.23780428928007163,0.2895716852324937,,,
1011,2181 29676.000,2021-10-24 08:14:22,-33.951432481,18.468549522,83.6614,266064.21539315913,6240341.728621854,6,6,0.0682,0.117,0.1781,0.0328,-0.0394,0.0614,0.0,0.0,0.23760894343437497,0.28835453404483097,,,
1012,2181 29677.000,2021-10-24 08:14:23,-33.95143248,18.468549535,83.6613,266064.2165920697,6240341.728762442,6,6,0.0681,0.1169,0.1779,0.0328,-0.0393,0.0614,0.0,0.0,0.23736452978488595,0.28744896080059373,,,
1013,2181 29678.000,2021-10-24 08:14:24,-33.95143248,18.468549542,83.6609,266064.2172391115,6240341.72877842,6,6,0.068,0.1168,0.1777,0.0328,-0.0392,0.0613,0.0,0.0,0.23709428504289173,0.2868703648303588,,,
1014,2181 29679.000,2021-10-24 08:14:25,-33.951432478,18.46854955,83.6607,266064.2179731104,6240341.729018513,6,6,0.068,0.1167,0.1775,0.0327,-0.0391,0.0613,0.0,0.0,0.23686479265606358,0.2863827854778499,,,
1015,2181 29680.000,2021-10-24 08:14:26,-33.951432477,18.468549555,83.6601,266064.21843254415,6240341.729140844,6,6,0.0679,0.1166,0.1774,0.0327,-0.039,0.0612,0.0,0.0,0.23666951641476772,0.2859854189351697,,,
1016,2181 29681.000,2021-10-24 08:14:27,-33.951432477,18.468549566,83.6598,266064.2194493244,6240341.729165951,6,6,0.0678,0.1165,0.1772,0.0327,-0.0389,0.0611,0.0,0.0,0.2363993231800802,0.28513374873254443,,,
1017,2181 29682.000,2021-10-24 08:14:28,-33.951432477,18.468549584,83.6598,266064.2211131465,6240341.729207032,6,6,0.0677,0.1164,0.177,0.0327,-0.0388,0.0611,0.0,0.0,0.2361550126505893,0.28382194359914337,,,
1018,2181 29683.000,2021-10-24 08:14:29,-33.951432478,18.468549585,83.6594,266064.22120831953,6240341.729098395,6,6,0.0676,0.1163,0.1769,0.0326,-0.0387,0.061,0.0,0.0,0.23594598958236185,0.28361880845693815,,,
1019,2181 29684.000,2021-10-24 08:14:30,-33.951432477,18.468549595,83.659,266064.2221299261,6240341.729232138,6,6,0.0675,0.1162,0.1767,0.0326,-0.0387,0.061,0.0,0.0,0.23571811555330235,0.28289375212932083,,,
1020,2181 29685.000,2021-10-24 08:14:31,-33.951432476,18.468549602,83.6588,266064.22277422925,6240341.729359033,6,6,0.0674,0.1161,0.1765,0.0326,-0.0386,0.0609,0.0,0.0,0.23544797726886504,0.2824198766170514,,,
1021,2181 29686.000,2021-10-24 08:14:32,-33.951432474,18.468549606,83.6588,266064.2231384902,6240341.729589999,6,6,0.0674,0.116,0.1764,0.0326,-0.0385,0.0609,0.0,0.0,0.2353073309525226,0.2822626538773511,,,
1022,2181 29687.000,2021-10-24 08:14:33,-33.951432474,18.468549613,83.6586,266064.22378553206,6240341.729605975,6,6,0.0673,0.1159,0.1762,0.0325,-0.0384,0.0608,0.0,0.0,0.23502338181551213,0.2817236311531098,,,
1023,2181 29688.000,2021-10-24 08:14:34,-33.951432476,18.468549623,83.6583,266064.224715355,6240341.729406962,6,6,0.0672,0.1158,0.176,0.0325,-0.0383,0.0608,0.0,0.0,0.23477917284120411,0.28081871400326475,,,
1024,2181 29689.000,2021-10-24 08:14:35,-33.951432477,18.468549629,83.6582,266064.225272701,6240341.729309738,6,6,0.0671,0.1158,0.1759,0.0325,-0.0382,0.0607,0.0,0.0,0.23463341620493872,0.2803020449366644,,,
1025,2181 29690.000,2021-10-24 08:14:36,-33.951432476,18.468549637,83.6585,266064.2260094385,6240341.729438916,6,6,0.067,0.1157,0.1757,0.0325,-0.0381,0.0607,0.0,0.0,0.23438927023223566,0.2798384807423735,,,
1026,2181 29691.000,2021-10-24 08:14:37,-33.951432476,18.468549643,83.6587,266064.22656404565,6240341.729452609,6,6,0.0669,0.1156,0.1755,0.0324,-0.038,0.0606,0.0,0.0,0.23410540361127932,0.2794374659367068,,,
1027,2181 29692.000,2021-10-24 08:14:38,-33.951432477,18.468549655,83.659,266064.22767599934,6240341.72936908,6,6,0.0668,0.1155,0.1754,0.0324,-0.0379,0.0606,0.0,0.0,0.2339362733737545,0.2785539606587155,,,
1028,2181 29693.000,2021-10-24 08:14:39,-33.951432476,18.468549661,83.6595,266064.22822786774,6240341.729493691,6,6,0.0668,0.1154,0.1752,0.0324,-0.0378,0.0605,0.0,0.0,0.23369486515539872,0.2782710857865205,,,
1029,2181 29694.000,2021-10-24 08:14:40,-33.951432477,18.468549669,83.6597,266064.22897008306,6240341.7294010315,6,6,0.0667,0.1153,0.1751,0.0324,-0.0377,0.0604,0.0,0.0,0.23349989293359427,0.27766188733332064,,,
1030,2181 29695.000,2021-10-24 08:14:41,-33.951432478,18.468549669,83.6596,266064.22897282173,6240341.729290114,6,6,0.0666,0.1152,0.1749,0.0323,-0.0376,0.0604,0.0,0.0,0.23324197735399177,0.27757793295372446,,,
1031,2181 29696.000,2021-10-24 08:14:42,-33.951432477,18.468549672,83.6598,266064.2292473868,6240341.729407879,6,6,0.0665,0.1151,0.1747,0.0323,-0.0375,0.0603,0.0,0.0,0.23297205841044544,0.27746311343567076,,,
1032,2181 29697.000,2021-10-24 08:14:43,-33.951432477,18.468549679,83.66,266064.2298944284,6240341.729423855,6,6,0.0664,0.115,0.1746,0.0323,-0.0374,0.0603,0.0,0.0,0.23280304980820163,0.27699443659471945,,,
1033,2181 29698.000,2021-10-24 08:14:44,-33.951432477,18.468549678,83.66,266064.2298019937,6240341.729421573,6,6,0.0663,0.1149,0.1744,0.0323,-0.0373,0.0602,0.0,0.0,0.2325331804280843,0.2770660796948078,,,
1034,2181 29699.000,2021-10-24 08:14:45,-33.951432477,18.468549682,83.6603,266064.2301717318,6240341.729430703,6,6,0.0663,0.1148,0.1742,0.0322,-0.0372,0.0602,0.0,0.0,0.23230387426816626,0.27682959914559513,,,
1035,2181 29700.000,2021-10-24 08:14:46,-33.951432476,18.468549687,83.6607,266064.2306311659,6240341.729553033,6,6,0.0662,0.1147,0.1741,0.0322,-0.0371,0.0601,0.0,0.0,0.23210902610626755,0.2766068979450861,,,
1036,2181 29701.000,2021-10-24 08:14:47,-33.951432475,18.468549698,83.6611,266064.2316452074,6240341.729689056,6,6,0.0661,0.1146,0.1739,0.0322,-0.037,0.0601,0.0,0.0,0.231865111648993,0.27595728283236587,,,
1037,2181 29702.000,2021-10-24 08:14:48,-33.951432476,18.468549706,83.6607,266064.2323874226,6240341.729596397,6,6,0.066,0.1146,0.1738,0.0322,-0.0369,0.06,0.0,0.0,0.2317197660968956,0.2752508403077178,,,
1038,2181 29703.000,2021-10-24 08:14:49,-33.951432474,18.468549711,83.6607,266064.2328441179,6240341.729829646,6,6,0.0659,0.1145,0.1736,0.0321,-0.0368,0.06,0.0,0.0,0.2314620271232411,0.27503128898716733,,,
1039,2181 29704.000,2021-10-24 08:14:50,-33.951432471,18.46854972,83.6611,266064.2336678123,6240341.73018294,6,6,0.0658,0.1144,0.1734,0.0321,-0.0367,0.0599,0.0,0.0,0.23119227928285152,0.2746652433901898,,,
1040,2181 29705.000,2021-10-24 08:14:51,-33.951432466,18.468549728,83.6615,266064.23439359525,6240341.73075579,6,6,0.0658,0.1143,0.1733,0.0321,-0.0367,0.0599,0.0,0.0,0.2310678039017985,0.27451053808502507,,,
1041,2181 29706.000,2021-10-24 08:14:52,-33.951432462,18.468549732,83.6618,266064.23475237837,6240341.731208592,6,6,0.0657,0.1142,0.1731,0.0321,-0.0366,0.0598,0.0,0.0,0.23079807191569,0.2745553470749387,,,
1042,2181 29707.000,2021-10-24 08:14:53,-33.95143246,18.46854974,83.6618,266064.2354863774,6240341.731448688,6,6,0.0656,0.1141,0.173,0.0321,-0.0365,0.0598,0.0,0.0,0.23062929128798884,0.2741290379650193,,,
1043,2181 29708.000,2021-10-24 08:14:54,-33.951432458,18.468549752,83.6624,266064.23659011454,6240341.731697912,6,6,0.0655,0.114,0.1728,0.032,-0.0364,0.0597,0.0,0.0,0.23034569672559546,0.27352850774901194,,,
1044,2181 29709.000,2021-10-24 08:14:55,-33.951432456,18.468549761,83.6631,266064.2374165478,6240341.73194029,6,6,0.0654,0.1139,0.1727,0.032,-0.0363,0.0597,0.0,0.0,0.23017697539067627,0.2731608052644127,,,
1045,2181 29710.000,2021-10-24 08:14:56,-33.951432455,18.468549766,83.6635,266064.23787598184,6240341.73206262,6,6,0.0654,0.1138,0.1725,0.032,-0.0362,0.0596,0.0,0.0,0.22993575189604593,0.2729525341838808,,,
1046,2181 29711.000,2021-10-24 08:14:57,-33.951432455,18.468549771,83.6636,266064.2383381546,6240341.732074031,6,6,0.0653,0.1137,0.1723,0.032,-0.0361,0.0596,0.0,0.0,0.2296920547167446,0.2726210128684701,,,
1047,2181 29712.000,2021-10-24 08:14:58,-33.951432454,18.468549783,83.664,266064.23944463045,6240341.732212339,6,6,0.0652,0.1136,0.1722,0.0319,-0.036,0.0595,0.0,0.0,0.22948355060875278,0.2719264299039039,,,
1048,2181 29713.000,2021-10-24 08:14:59,-33.951432456,18.468549788,83.6642,266064.2399122808,6240341.732001914,6,6,0.0651,0.1136,0.172,0.0319,-0.0359,0.0594,0.0,0.0,0.22926349469551405,0.2714748970993308,,,
1049,2181 29714.000,2021-10-24 08:15:00,-33.951432457,18.468549793,83.6642,266064.24037719227,6240341.731902406,6,6,0.065,0.1135,0.1719,0.0319,-0.0358,0.0594,0.0,0.0,0.22909489300287775,0.2710566715580229,,,
1050,2181 29715.000,2021-10-24 08:15:01,-33.951432458,18.468549796,83.6648,266064.2406572348,6240341.731798335,6,6,0.065,0.1134,0.1717,0.0319,-0.0357,0.0593,0.0,0.0,0.22885375242717781,0.2708896607153326,,,
1051,2181 29716.000,2021-10-24 08:15:02,-33.951432456,18.468549803,83.6651,266064.2412987988,6240341.732036149,6,6,0.0649,0.1133,0.1716,0.0318,-0.0356,0.0593,0.0,0.0,0.2286712706047701,0.27060003388312587,,,
1052,2181 29717.000,2021-10-24 08:15:03,-33.951432455,18.468549812,83.6652,266064.242127971,6240341.732167607,6,6,0.0648,0.1132,0.1714,0.0318,-0.0355,0.0592,0.0,0.0,0.2284017731980205,0.27006524077993743,,,
1053,2181 29718.000,2021-10-24 08:15:04,-33.951432456,18.468549823,83.6651,266064.24314748996,6240341.732081795,6,6,0.0647,0.1131,0.1712,0.0318,-0.0354,0.0592,0.0,0.0,0.22815823456539983,0.2692145619941773,,,
1054,2181 29719.000,2021-10-24 08:15:05,-33.951432456,18.468549834,83.6654,266064.24416427,6240341.732106902,6,6,0.0646,0.113,0.1711,0.0318,-0.0353,0.0591,0.0,0.0,0.22796383485105703,0.2685122014372305,,,
1055,2181 29720.000,2021-10-24 08:15:06,-33.951432455,18.468549844,83.6656,266064.2450858768,6240341.732240642,6,6,0.0646,0.1129,0.1709,0.0317,-0.0352,0.0591,0.0,0.0,0.22773475799710505,0.2679326884285992,,,
1056,2181 29721.000,2021-10-24 08:15:07,-33.951432455,18.468549846,83.6658,266064.2452707456,6240341.732245207,6,6,0.0645,0.1128,0.1708,0.0317,-0.0351,0.059,0.0,0.0,0.22754039201864798,0.26783373594901994,,,
1057,2181 29722.000,2021-10-24 08:15:08,-33.951432456,18.46854985,83.6659,266064.24564322265,6240341.732143419,6,6,0.0644,0.1128,0.1706,0.0317,-0.0351,0.059,0.0,0.0,0.22736195811964674,0.26750713634863316,,,
1058,2181 29723.000,2021-10-24 08:15:09,-33.951432456,18.468549857,83.6664,266064.24629026453,6240341.732159395,6,6,0.0643,0.1127,0.1705,0.0317,-0.035,0.0589,0.0,0.0,0.2271676253342452,0.2671241305891647,,,
1059,2181 29724.000,2021-10-24 08:15:10,-33.951432457,18.468549864,83.6666,266064.24694004515,6240341.732064452,6,6,0.0642,0.1126,0.1703,0.0316,-0.0349,0.0589,0.0,0.0,0.2269102686085405,0.26661249022404865,,,
1060,2181 29725.000,2021-10-24 08:15:11,-33.951432457,18.46854987,83.6669,266064.24749465234,6240341.732078146,6,6,0.0642,0.1125,0.1702,0.0316,-0.0348,0.0588,0.0,0.0,0.22674428327964521,0.2662612264795292,,,
1061,2181 29726.000,2021-10-24 08:15:12,-33.951432455,18.46854988,83.6675,266064.2484135205,6240341.7323228065,6,6,0.0641,0.1124,0.17,0.0316,-0.0347,0.0588,0.0,0.0,0.2265009050754544,0.26584123441422475,,,
1062,2181 29727.000,2021-10-24 08:15:13,-33.951432456,18.468549888,83.6673,266064.24915573536,6240341.732230147,6,6,0.064,0.1123,0.1699,0.0316,-0.0346,0.0587,0.0,0.0,0.2263066724601818,0.2651843293025202,,,
1063,2181 29728.000,2021-10-24 08:15:14,-33.951432455,18.468549891,83.6673,266064.2494303003,6240341.732347913,6,6,0.0639,0.1122,0.1697,0.0316,-0.0345,0.0587,0.0,0.0,0.22606335395193974,0.26505187196092406,,,
